kind,date,class_id,depth,expected_path,exists_now
predmodel,2024-07-03,1,10,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240702\03-07-2024_predModel_10.nc,False
predmodel,2024-07-03,1,11,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240702\03-07-2024_predModel_11.nc,False
predmodel,2024-07-03,1,12,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240702\03-07-2024_predModel_12.nc,False
predmodel,2024-07-03,1,13,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240702\03-07-2024_predModel_13.nc,False
predmodel,2024-07-03,1,14,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240702\03-07-2024_predModel_14.nc,False
predmodel,2024-07-03,1,15,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240702\03-07-2024_predModel_15.nc,False
predmodel,2024-07-03,1,16,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240702\03-07-2024_predModel_16.nc,False
predmodel,2024-07-03,1,17,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240702\03-07-2024_predModel_17.nc,False
predmodel,2024-07-04,1,1,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_1.nc,False
predmodel,2024-07-04,1,2,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_2.nc,False
predmodel,2024-07-04,1,3,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_3.nc,False
predmodel,2024-07-04,1,4,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_4.nc,False
predmodel,2024-07-04,1,5,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_5.nc,False
predmodel,2024-07-04,1,6,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_6.nc,False
predmodel,2024-07-04,1,7,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_7.nc,False
predmodel,2024-07-04,1,8,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_8.nc,False
predmodel,2024-07-04,1,9,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_9.nc,False
predmodel,2024-07-04,1,10,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_10.nc,False
predmodel,2024-07-04,1,11,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_11.nc,False
predmodel,2024-07-04,1,12,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_12.nc,False
predmodel,2024-07-04,1,13,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_13.nc,False
predmodel,2024-07-04,1,14,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_14.nc,False
predmodel,2024-07-04,1,15,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_15.nc,False
predmodel,2024-07-04,1,16,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_16.nc,False
predmodel,2024-07-04,1,17,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20240703\04-07-2024_predModel_17.nc,False
predmodel,2023-12-22,6,1,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_1.nc,False
predmodel,2023-12-22,6,2,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_2.nc,False
predmodel,2023-12-22,6,3,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_3.nc,False
predmodel,2023-12-22,6,4,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_4.nc,False
predmodel,2023-12-22,6,5,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_5.nc,False
predmodel,2023-12-22,6,6,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_6.nc,False
predmodel,2023-12-22,6,7,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_7.nc,False
predmodel,2023-12-22,6,8,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_8.nc,False
predmodel,2023-12-22,6,9,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_9.nc,False
predmodel,2023-12-22,6,10,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_10.nc,False
predmodel,2023-12-22,6,11,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_11.nc,False
predmodel,2023-12-22,6,12,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_12.nc,False
predmodel,2023-12-22,6,13,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_13.nc,False
predmodel,2023-12-22,6,14,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_14.nc,False
predmodel,2023-12-22,6,15,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_15.nc,False
predmodel,2023-12-22,6,16,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_16.nc,False
predmodel,2023-12-22,6,17,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231221\22-12-2023_predModel_17.nc,False
predmodel,2023-12-17,6,1,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_1.nc,False
predmodel,2023-12-17,6,2,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_2.nc,False
predmodel,2023-12-17,6,3,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_3.nc,False
predmodel,2023-12-17,6,4,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_4.nc,False
predmodel,2023-12-17,6,5,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_5.nc,False
predmodel,2023-12-17,6,6,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_6.nc,False
predmodel,2023-12-17,6,7,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_7.nc,False
predmodel,2023-12-17,6,8,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_8.nc,False
predmodel,2023-12-17,6,9,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_9.nc,False
predmodel,2023-12-17,6,10,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_10.nc,False
predmodel,2023-12-17,6,11,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_11.nc,False
predmodel,2023-12-17,6,12,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_12.nc,False
predmodel,2023-12-17,6,13,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_13.nc,False
predmodel,2023-12-17,6,14,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_14.nc,False
predmodel,2023-12-17,6,15,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_15.nc,False
predmodel,2023-12-17,6,16,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_16.nc,False
predmodel,2023-12-17,6,17,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10b_matlab_pilot_generation_20260516_140623\simulations\HighRes\Daily_dpt_20231216\17-12-2023_predModel_17.nc,False
