case_id,mission_duration,descriptor,alpha,STD_retention,STD_loss,regime_balance,descriptor_gain,descriptor_gain_norm,runtime_seconds,solver_status,regions_visited,crossing_count,path_difference_from_baseline,pareto_front_flag,tradeoff_score,selected_candidate_flag,justification_note
October_control,24.0,representative_zone,0.75,0.7949668061520644,0.2050331938479356,0.0,76.71304321289062,0.2352974628670432,171.95004589999735,SUCCESS,0,0,0.9787928221859706,False,0.4457896580077557,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,representative_zone,1.0,0.7696225818619085,0.23037741813809154,0.0,70.25517272949216,0.21705537200083996,124.25256560000707,SUCCESS,0,0,0.9886178861788618,True,0.4426662807901661,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,24.0,interest_map,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,263.1204294999916,SUCCESS,1,0,0.0,False,0.3679291244051368,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,interest_map,0.25,1.024644335215352,-0.02464433521535203,0.0,4.436676025390625,0.031132318783881587,281.90607779999846,SUCCESS,1,0,0.9010238907849828,False,0.4667264019826856,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,interest_map,0.5,0.9937106825330076,0.00628931746699235,0.0,5.464168548583984,0.034034763486144155,349.7826478000061,SUCCESS,1,0,0.8916083916083917,False,0.44021702317052425,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,interest_map,0.75,0.4493908305995968,0.5506091694004032,0.0,77.43262481689452,0.23733012565265227,196.7563014999905,SUCCESS,1,0,0.9983922829581994,False,0.3048952157979341,False,Dominated or weaker tradeoff under the available metrics.
October_control,24.0,interest_map,1.0,0.3757293520412501,0.6242706479587499,0.0,86.60540008544922,0.2632412368114159,100.01060510000389,SUCCESS,1,0,0.9983818770226536,True,0.3002432321045522,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,48.0,boundary_score,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,280.2860117999953,SUCCESS,1,0,0.0,False,0.36444592152327865,False,Dominated or weaker tradeoff under the available metrics.
October_control,48.0,boundary_score,0.25,0.9493753141769128,0.05062468582308721,0.1015873029828071,56.81285095214842,0.1790837130855002,297.5014605000033,SUCCESS,2,2,0.8400735294117647,True,0.4874160017699022,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,48.0,boundary_score,0.5,0.4866934458632018,0.5133065541367983,0.0,327.86720275878906,0.944753778480564,318.6634400000039,SUCCESS,1,0,0.9935691318327974,True,0.43608078098027864,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,48.0,boundary_score,0.75,0.4695318628533891,0.5304681371466109,0.0,347.4248809814453,1.0,187.26855269999945,SUCCESS,1,0,0.9896825396825396,True,0.4665384846099327,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,48.0,boundary_score,1.0,0.4398310884880577,0.5601689115119424,0.0,313.3448028564453,0.903731131882907,114.41210580000188,SUCCESS,1,0,0.9967532467532468,True,0.45089646356183977,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,48.0,representative_zone,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,280.2860117999953,SUCCESS,1,0,0.0,False,0.36444592152327865,False,Dominated or weaker tradeoff under the available metrics.
October_control,48.0,representative_zone,0.25,0.9675751086020492,0.032424891397950795,0.0,35.375213623046875,0.11852701268100699,272.8079307000007,SUCCESS,1,0,0.863963963963964,False,0.45951196987932535,False,Dominated or weaker tradeoff under the available metrics.
October_control,48.0,representative_zone,0.5,0.8938246678165298,0.1061753321834702,0.0,94.36770629882818,0.2851680771901092,211.0906360000081,SUCCESS,1,0,0.9320305862361936,True,0.48268097885761724,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,48.0,representative_zone,0.75,0.8190446020759227,0.18095539792407733,0.0,88.16018676757818,0.26763317375190926,194.957181100006,SUCCESS,1,0,0.941025641025641,False,0.4534366664401351,False,Dominated or weaker tradeoff under the available metrics.
October_control,48.0,representative_zone,1.0,0.844199679383242,0.15580032061675797,0.0,103.07122802734375,0.30975364833708613,124.53932759999589,SUCCESS,1,0,0.9422594142259414,True,0.48633540354377996,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
October_control,48.0,interest_map,0.0,1.0,0.0,0.0,0.0,0.018599666200163407,280.2860117999953,SUCCESS,1,0,0.0,False,0.36444592152327865,False,Dominated or weaker tradeoff under the available metrics.
October_control,48.0,interest_map,0.25,1.0046015924132372,-0.00460159241323721,0.0,-0.42168426513671875,0.017408499127171254,298.5630642000033,SUCCESS,1,0,0.8398902104300091,False,0.44646150014388997,False,Dominated or weaker tradeoff under the available metrics.
October_control,48.0,interest_map,0.5,0.9656357356804104,0.03436426431958961,0.0,13.407169342041016,0.056472027069714076,359.44886140000017,SUCCESS,1,0,0.8024809160305344,False,0.4225861999555078,False,Dominated or weaker tradeoff under the available metrics.
October_control,48.0,interest_map,0.75,0.4782715038726603,0.5217284961273396,0.0,131.49391174316406,0.39004159779941305,200.50015460001305,SUCCESS,1,0,0.9910714285714286,False,0.34549684115063956,False,Dominated or weaker tradeoff under the available metrics.
October_control,48.0,interest_map,1.0,0.4512447449612901,0.5487552550387099,0.0,130.2264404296875,0.38646126478868076,110.15063959998952,SUCCESS,1,0,0.995928338762215,True,0.35279005892610865,False,"Pareto candidate; interpret score as an auxiliary ranking, not an absolute truth."
