day_index,date,corr_C01,corr_C02,corr_C03,corr_C04,corr_C05,corr_C06,rmse_C01,rmse_C02,rmse_C03,rmse_C04,rmse_C05,rmse_C06
11,2024-10-11,0.5037876963615417,0.5079646706581116,0.23928728699684143,0.5640351176261902,0.5018634796142578,0.5071617364883423,0.5921509861946106,0.1790916621685028,0.7065352201461792,1.9982514381408691,1.4512933492660522,1.1331120729446411
12,2024-10-12,0.2479432225227356,0.3592282831668854,0.44679105281829834,0.3829803764820099,0.2362421154975891,0.2509509027004242,0.6491883993148804,0.22272585332393646,0.66373610496521,2.040226697921753,1.4977436065673828,1.1797109842300415
13,2024-10-13,0.13939490914344788,0.31387677788734436,0.6613216996192932,0.27180516719818115,0.10639474540948868,0.14158937335014343,0.8725857734680176,0.43075692653656006,0.4238378703594208,2.288753032684326,1.7463772296905518,1.4278721809387207
14,2024-10-14,0.1116998940706253,0.2881598174571991,0.7880597114562988,0.1838761568069458,0.06962700188159943,0.12603867053985596,1.1874473094940186,0.7517942190170288,0.13939857482910156,2.6290340423583984,2.08422589302063,1.7649990320205688
15,2024-10-15,0.09335148334503174,0.20049922168254852,0.6683704853057861,0.0964161679148674,0.050352293998003006,0.09159692376852036,1.3095859289169312,0.8775981664657593,0.14331702888011932,2.7586429119110107,2.212467908859253,1.893269658088684
16,2024-10-16,-0.2312888354063034,-0.10876569896936417,0.5227338075637817,-0.17739097774028778,-0.27498704195022583,-0.2464022934436798,1.2044624090194702,0.7629754543304443,0.16058768332004547,2.6301658153533936,2.089240789413452,1.7702020406723022
17,2024-10-17,-0.5639396905899048,-0.4015824794769287,0.24141430854797363,-0.4830087125301361,-0.6021754145622253,-0.558493435382843,1.308763027191162,0.8604333996772766,0.22862853109836578,2.711045742034912,2.1771771907806396,1.8581169843673706
18,2024-10-18,-0.7132740020751953,-0.5963857173919678,-0.020570088177919388,-0.6354178786277771,-0.7378022074699402,-0.7216051816940308,1.2998714447021484,0.8491225838661194,0.2859461307525635,2.6803126335144043,2.151512622833252,1.833608865737915
19,2024-10-19,-0.6308351755142212,-0.5018752813339233,0.052787672728300095,-0.5207516551017761,-0.6501066088676453,-0.6420488357543945,1.3622969388961792,0.9142556190490723,0.28079384565353394,2.7561421394348145,2.2247655391693115,1.9068747758865356
20,2024-10-20,-0.5045222640037537,-0.33959904313087463,0.15852884948253632,-0.3607791066169739,-0.5192926526069641,-0.5026814937591553,1.4351751804351807,0.9907569289207458,0.29045426845550537,2.848073720932007,2.3125414848327637,1.9940955638885498
21,2024-10-21,-0.47338446974754333,-0.2906859815120697,0.21681158244609833,-0.32532909512519836,-0.48391908407211304,-0.46374672651290894,1.5657092332839966,1.125056505203247,0.3684442937374115,2.9959604740142822,2.4566268920898438,2.137571334838867
22,2024-10-22,-0.5861992835998535,-0.43863677978515625,0.15896812081336975,-0.4778366684913635,-0.5945722460746765,-0.5862519145011902,1.6120803356170654,1.171378493309021,0.40452590584754944,3.0426294803619385,2.503253936767578,2.1841487884521484
23,2024-10-23,-0.4547334909439087,-0.3032800853252411,0.3505023717880249,-0.38007962703704834,-0.4822475016117096,-0.45735275745391846,1.4472206830978394,1.0050455331802368,0.2761971056461334,2.867297887802124,2.3298113346099854,2.0110325813293457
24,2024-10-24,-0.3916780352592468,-0.217830091714859,0.4339357614517212,-0.30842703580856323,-0.42565277218818665,-0.3825450539588928,1.45116126537323,1.0098847150802612,0.28422117233276367,2.8714075088500977,2.3341450691223145,2.0152158737182617
25,2024-10-25,-0.6696415543556213,-0.5182705521583557,0.13055133819580078,-0.5842671394348145,-0.6978884339332581,-0.6617864966392517,1.4200503826141357,0.9710881114006042,0.2830432057380676,2.8204357624053955,2.2880072593688965,1.9690263271331787
26,2024-10-26,-0.5988174676895142,-0.4422512948513031,0.17076028883457184,-0.5423106551170349,-0.633535623550415,-0.5784642696380615,1.2051349878311157,0.7544988393783569,0.26163020730018616,2.5931506156921387,2.0613391399383545,1.7422972917556763
27,2024-10-27,0.016835449263453484,0.16557550430297852,0.6057884097099304,0.028969863429665565,-0.031067756935954094,0.04619530960917473,0.8899968862533569,0.45655113458633423,0.44506344199180603,2.2915825843811035,1.7521048784255981,1.4333730936050415
28,2024-10-28,0.6261257529258728,0.688389241695404,0.7313827872276306,0.5911107659339905,0.5867469310760498,0.6409552097320557,0.6326562166213989,0.2504500150680542,0.6502426266670227,2.0745396614074707,1.5226682424545288,1.2057161331176758
29,2024-10-29,0.9060218930244446,0.9073828458786011,0.670465350151062,0.8793434500694275,0.8880674839019775,0.907368004322052,0.4142364263534546,0.15981030464172363,0.8332460522651672,1.8934828042984009,1.332098364830017,1.0178561210632324
30,2024-10-30,0.9629459381103516,0.9722386002540588,0.6515695452690125,0.9728482961654663,0.9571115970611572,0.9723905920982361,0.2805701196193695,0.20686687529087067,0.9575535655021667,1.7687567472457886,1.2045010328292847,0.8914574980735779
31,2024-10-31,0.934372067451477,0.9674811959266663,0.6779235005378723,0.9633850455284119,0.9266173243522644,0.9480112195014954,0.235966756939888,0.2558280825614929,1.0259416103363037,1.6923261880874634,1.1303322315216064,0.8164551854133606
