z,filepath,x_index_min,x_index_max,y_index_min,y_index_max,mean_temp,std_temp,min_temp,max_temp,missing_fraction
258,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z258.png,1.0,112.0,1.0,64.0,16.004405975341797,0.5924097895622253,14.994000434875488,17.015649795532227,0.033900669642857095
259,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z259.png,1.0,112.0,1.0,64.0,16.357858657836914,0.5205217599868774,15.300999641418457,17.281999588012695,0.033900669642857095
260,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z260.png,1.0,112.0,1.0,64.0,16.543684005737305,0.42953261733055115,15.604000091552734,17.503000259399414,0.033900669642857095
261,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z261.png,1.0,112.0,1.0,64.0,17.079904556274414,0.3888556957244873,16.371000289916992,17.91699981689453,0.033900669642857095
262,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z262.png,1.0,112.0,1.0,64.0,17.60649299621582,0.28386375308036804,16.950559616088867,18.04081916809082,0.033900669642857095
263,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z263.png,1.0,112.0,1.0,64.0,18.012937545776367,0.18281489610671997,17.489351272583008,18.42837905883789,0.033900669642857095
264,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z264.png,1.0,112.0,1.0,64.0,18.078580856323242,0.21692818403244019,17.501514434814453,18.514999389648438,0.033900669642857095
265,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z265.png,1.0,112.0,1.0,64.0,18.0706787109375,0.26363861560821533,17.35845947265625,18.57200050354004,0.033900669642857095
266,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z266.png,1.0,112.0,1.0,64.0,17.990591049194336,0.29991570115089417,17.256999969482422,18.511999130249023,0.033900669642857095
267,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z267.png,1.0,112.0,1.0,64.0,18.071836471557617,0.25607678294181824,17.385000228881836,18.506000518798828,0.033900669642857095
268,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z268.png,1.0,112.0,1.0,64.0,18.233388900756836,0.20114298164844513,17.76300048828125,18.542999267578125,0.033900669642857095
269,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z269.png,1.0,112.0,1.0,64.0,18.287540435791016,0.15217077732086182,17.85700035095215,18.695999145507812,0.033900669642857095
270,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z270.png,1.0,112.0,1.0,64.0,18.292333602905273,0.17808933556079865,17.974000930786133,18.753999710083008,0.033900669642857095
271,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z271.png,1.0,112.0,1.0,64.0,18.060178756713867,0.2376023232936859,17.614999771118164,18.632999420166016,0.033900669642857095
272,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z272.png,1.0,112.0,1.0,64.0,18.110637664794922,0.3056428134441376,17.51845932006836,18.683351516723633,0.033900669642857095
273,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z273.png,1.0,112.0,1.0,64.0,18.1497802734375,0.35463765263557434,17.56100082397461,18.75337028503418,0.033900669642857095
274,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z274.png,1.0,112.0,1.0,64.0,18.372739791870117,0.3009195625782013,17.823999404907227,18.869918823242188,0.033900669642857095
275,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z275.png,1.0,112.0,1.0,64.0,18.412254333496094,0.21789602935314178,18.016000747680664,18.79083824157715,0.033900669642857095
276,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z276.png,1.0,112.0,1.0,64.0,18.398601531982422,0.17052802443504333,18.06100082397461,18.71869468688965,0.033900669642857095
277,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z277.png,1.0,112.0,1.0,64.0,18.473508834838867,0.1472259908914566,18.13981056213379,18.757631301879883,0.033900669642857095
278,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z278.png,1.0,112.0,1.0,64.0,18.30779266357422,0.15086521208286285,18.03127098083496,18.629783630371094,0.033900669642857095
279,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z279.png,1.0,112.0,1.0,64.0,18.069814682006836,0.14151327311992645,17.834352493286133,18.60700035095215,0.033900669642857095
280,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z280.png,1.0,112.0,1.0,64.0,18.06766700744629,0.21105527877807617,17.768217086791992,19.094999313354492,0.033900669642857095
281,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z281.png,1.0,112.0,1.0,64.0,18.047962188720703,0.2820190191268921,17.694595336914062,18.993999481201172,0.033900669642857095
282,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z282.png,1.0,112.0,1.0,64.0,18.10305404663086,0.24253742396831512,17.560649871826172,18.593000411987305,0.033900669642857095
283,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z283.png,1.0,112.0,1.0,64.0,18.415050506591797,0.24623842537403107,17.872217178344727,18.774999618530273,0.033900669642857095
284,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z284.png,1.0,112.0,1.0,64.0,18.325298309326172,0.20101770758628845,17.74061393737793,18.59600067138672,0.033900669642857095
285,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z285.png,1.0,112.0,1.0,64.0,18.4322452545166,0.17727065086364746,18.01993751525879,18.902999877929688,0.033900669642857095
286,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z286.png,1.0,112.0,1.0,64.0,18.779081344604492,0.25859254598617554,18.25186538696289,19.479000091552734,0.033900669642857095
287,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z287.png,1.0,112.0,1.0,64.0,19.012187957763672,0.3103625178337097,18.498199462890625,19.78499984741211,0.033900669642857095
288,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z288.png,1.0,112.0,1.0,64.0,18.95553970336914,0.30215340852737427,18.382999420166016,19.841999053955078,0.033900669642857095
289,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z289.png,1.0,112.0,1.0,64.0,19.157039642333984,0.36772701144218445,18.34967613220215,20.187000274658203,0.033900669642857095
290,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z290.png,1.0,112.0,1.0,64.0,19.076316833496094,0.42764395475387573,18.13259506225586,20.079999923706055,0.033900669642857095
291,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z291.png,1.0,112.0,1.0,64.0,19.084491729736328,0.4661179780960083,18.199289321899414,20.11400032043457,0.033900669642857095
292,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z292.png,1.0,112.0,1.0,64.0,19.197044372558594,0.4699023962020874,18.32735252380371,20.15999984741211,0.033900669642857095
293,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z293.png,1.0,112.0,1.0,64.0,19.501218795776367,0.42836904525756836,18.593000411987305,20.2549991607666,0.033900669642857095
294,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z294.png,1.0,112.0,1.0,64.0,19.65587043762207,0.38166317343711853,18.640621185302734,20.277000427246094,0.033900669642857095
295,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z295.png,1.0,112.0,1.0,64.0,19.196346282958984,0.4282960891723633,18.327072143554688,19.99799919128418,0.033900669642857095
296,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z296.png,1.0,112.0,1.0,64.0,19.083967208862305,0.38996896147727966,18.484649658203125,19.985000610351562,0.033900669642857095
297,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z297.png,1.0,112.0,1.0,64.0,18.950178146362305,0.332226425409317,18.388071060180664,19.62700080871582,0.033900669642857095
298,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z298.png,1.0,112.0,1.0,64.0,18.600996017456055,0.26973992586135864,18.185405731201172,19.171558380126953,0.033900669642857095
299,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z299.png,1.0,112.0,1.0,64.0,18.230045318603516,0.22611193358898163,17.909000396728516,18.767433166503906,0.033900669642857095
300,results/plots/deterministic_2024_surface_300_thesis_indexed_axes/TEMP_surface_2024_z300.png,1.0,112.0,1.0,64.0,18.00425910949707,0.21378827095031738,17.61400032043457,18.44859504699707,0.033900669642857095
