day_index,date,assigned_class_id,descriptor_map,std_mean,descriptor_mean,std_descriptor_product_mean,top20_std_top20_descriptor_overlap_fraction
8,2024-10-08,2,gradient,0.0159975066781044,0.02087097056210041,0.002045873086899519,0.05034982508745627
9,2024-10-09,2,interest,0.015087703242897987,0.06663507223129272,0.008144360035657883,0.0973263368315842
9,2024-10-09,2,boundary,0.015087703242897987,0.0,0.0,0.20014992503748125
9,2024-10-09,2,gradient,0.015087703242897987,0.02087097056210041,0.0018689193530008197,0.03823088455772114
10,2024-10-10,2,interest,0.014816091395914555,0.06663507223129272,0.01901334896683693,0.11044477761119441
10,2024-10-10,2,boundary,0.014816091395914555,0.0,0.0,0.20002498750624687
10,2024-10-10,2,gradient,0.014816091395914555,0.02087097056210041,0.004515235777944326,0.001374312843578211
11,2024-10-11,2,interest,0.01591937243938446,0.06663507223129272,0.020813127979636192,0.09395302348825588
11,2024-10-11,2,boundary,0.01591937243938446,0.0,0.0,0.20014992503748125
11,2024-10-11,2,gradient,0.01591937243938446,0.02087097056210041,0.005149343051016331,0.005247376311844078
12,2024-10-12,2,interest,0.01858736388385296,0.06663507223129272,0.017823996022343636,0.07596201899050475
12,2024-10-12,2,boundary,0.01858736388385296,0.0,0.0,0.20002498750624687
12,2024-10-12,2,gradient,0.01858736388385296,0.02087097056210041,0.005140531342476606,0.016741629185407298
13,2024-10-13,3,interest,0.030973656103014946,0.04573621228337288,0.011360656470060349,0.0
13,2024-10-13,3,boundary,0.030973656103014946,0.0,0.0,0.20002498750624687
13,2024-10-13,3,gradient,0.030973656103014946,0.02261115051805973,0.0062291380017995834,0.0006246876561719141
14,2024-10-14,3,interest,0.05182219669222832,0.04573621228337288,0.019193705171346664,0.014992503748125937
14,2024-10-14,3,boundary,0.05182219669222832,0.0,0.0,0.20002498750624687
14,2024-10-14,3,gradient,0.05182219669222832,0.02261115051805973,0.009755082428455353,0.019490254872563718
15,2024-10-15,3,interest,0.05576450750231743,0.04573621228337288,0.024494348093867302,0.06984007996002
15,2024-10-15,3,boundary,0.05576450750231743,0.0,0.0,0.20002498750624687
15,2024-10-15,3,gradient,0.05576450750231743,0.02261115051805973,0.011916233226656914,0.06884057971014493
16,2024-10-16,3,interest,0.05707211792469025,0.04573621228337288,0.02435479313135147,0.06671664167916042
16,2024-10-16,3,boundary,0.05707211792469025,0.0,0.0,0.20014992503748125
16,2024-10-16,3,gradient,0.05707211792469025,0.02261115051805973,0.012224758975207806,0.06621689155422289
17,2024-10-17,3,interest,0.05284135416150093,0.04573621228337288,0.022188792005181313,0.05847076461769116
17,2024-10-17,3,boundary,0.05284135416150093,0.0,0.0,0.20002498750624687
17,2024-10-17,3,gradient,0.05284135416150093,0.02261115051805973,0.011009776964783669,0.05622188905547226
18,2024-10-18,3,interest,0.05279802531003952,0.04573621228337288,0.017656264826655388,0.012368815592203899
18,2024-10-18,3,boundary,0.05279802531003952,0.0,0.0,0.20014992503748125
18,2024-10-18,3,gradient,0.05279802531003952,0.02261115051805973,0.008659807033836842,0.012368815592203899
19,2024-10-19,3,interest,0.050339147448539734,0.04573621228337288,0.0166647806763649,0.0
19,2024-10-19,3,boundary,0.050339147448539734,0.0,0.0,0.20002498750624687
19,2024-10-19,3,gradient,0.050339147448539734,0.02261115051805973,0.007682036608457565,0.0
20,2024-10-20,3,interest,0.04367980360984802,0.04573621228337288,0.013347525149583817,0.0
20,2024-10-20,3,boundary,0.04367980360984802,0.0,0.0,0.20002498750624687
20,2024-10-20,3,gradient,0.04367980360984802,0.02261115051805973,0.005697969347238541,0.0
21,2024-10-21,3,interest,0.027171719819307327,0.04573621228337288,0.010044315829873085,0.0
21,2024-10-21,3,boundary,0.027171719819307327,0.0,0.0,0.20002498750624687
21,2024-10-21,3,gradient,0.027171719819307327,0.02261115051805973,0.004040583968162537,0.0
22,2024-10-22,3,interest,0.02148340456187725,0.04573621228337288,0.008890933357179165,0.0022488755622188904
22,2024-10-22,3,boundary,0.02148340456187725,0.0,0.0,0.20002498750624687
22,2024-10-22,3,gradient,0.02148340456187725,0.02261115051805973,0.0035719163715839386,0.0022488755622188904
23,2024-10-23,3,interest,0.034053727984428406,0.04573621228337288,0.013248899020254612,0.016241879060469765
23,2024-10-23,3,boundary,0.034053727984428406,0.0,0.0,0.20002498750624687
23,2024-10-23,3,gradient,0.034053727984428406,0.02261115051805973,0.005724045448005199,0.016116941529235384
24,2024-10-24,3,interest,0.028281455859541893,0.04573621228337288,0.017290983349084854,0.03710644677661169
24,2024-10-24,3,boundary,0.028281455859541893,0.0,0.0,0.20002498750624687
24,2024-10-24,3,gradient,0.028281455859541893,0.02261115051805973,0.0077066547237336636,0.03473263368315842
25,2024-10-25,3,interest,0.02700415626168251,0.04573621228337288,0.015440165065228939,0.020739630184907546
25,2024-10-25,3,boundary,0.02700415626168251,0.0,0.0,0.20002498750624687
25,2024-10-25,3,gradient,0.02700415626168251,0.02261115051805973,0.007198816630989313,0.020739630184907546
26,2024-10-26,3,interest,0.026082685217261314,0.04573621228337288,0.01782630756497383,0.055222388805597204
26,2024-10-26,3,boundary,0.026082685217261314,0.0,0.0,0.20002498750624687
26,2024-10-26,3,gradient,0.026082685217261314,0.02261115051805973,0.008793048560619354,0.05009995002498751
27,2024-10-27,3,interest,0.02663264237344265,0.04573621228337288,0.021891331300139427,0.052348825587206396
27,2024-10-27,3,boundary,0.02663264237344265,0.0,0.0,0.20002498750624687
27,2024-10-27,3,gradient,0.02663264237344265,0.02261115051805973,0.01069120317697525,0.04997501249375312
28,2024-10-28,2,interest,0.04354339838027954,0.06663507223129272,0.02852485328912735,0.06321839080459771
28,2024-10-28,2,boundary,0.04354339838027954,0.0,0.0,0.20014992503748125
28,2024-10-28,2,gradient,0.04354339838027954,0.02087097056210041,0.007791472598910332,0.008620689655172414
29,2024-10-29,2,interest,0.06144613027572632,0.06663507223129272,0.03460055962204933,0.05322338830584707
29,2024-10-29,2,boundary,0.06144613027572632,0.0,0.0,0.20014992503748125
29,2024-10-29,2,gradient,0.06144613027572632,0.02087097056210041,0.007771049160510302,0.0
30,2024-10-30,2,interest,0.06713239848613739,0.06663507223129272,0.028422433882951736,0.07721139430284858
30,2024-10-30,2,boundary,0.06713239848613739,0.0,0.0,0.20002498750624687
30,2024-10-30,2,gradient,0.06713239848613739,0.02087097056210041,0.005674832966178656,0.0
31,2024-10-31,2,interest,0.06761812418699265,0.06663507223129272,0.02558465488255024,0.0980759620189905
31,2024-10-31,2,boundary,0.06761812418699265,0.0,0.0,0.20002498750624687
31,2024-10-31,2,gradient,0.06761812418699265,0.02087097056210041,0.005018820054829121,0.0
