date,class_label,day_index_370,predmodel,predmodel_exists,status,dss_returncode,runtime_seconds,sim_outputs,n_realizations,par_file,has_TEMPpred,has_STD,has_LAT,has_LON,has_BATHY,TEMPpred_valid_count,TEMPpred_nan_fraction,TEMPpred_all_nan,TEMPpred_min,TEMPpred_max,TEMPpred_mean,TEMPpred_std,TEMPpred_p05,TEMPpred_p50,TEMPpred_p95,TEMPpred_all_zero,STD_variance_valid_count,STD_variance_nan_fraction,STD_variance_all_nan,STD_variance_min,STD_variance_max,STD_variance_mean,STD_variance_std,STD_variance_p05,STD_variance_p50,STD_variance_p95,STD_variance_all_zero,TEMPpred_gradient_mean
2023-12-22,C06,56,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-22\python_dss_predModel_1_100real.nc,True,success,0,314.41,100,100,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\dss_inputs\2023-12-22\depth_01\ssdir.par,True,True,True,True,True,26570,0.3849537037037037,False,16.09945,17.04175,16.688234070380126,0.17100790493609308,16.330417500000003,16.718125,16.927754999999998,False,26570,0.3849537037037037,False,0.004149988474999964,0.032657111199999964,0.01694424474097531,0.0038425458592748567,0.011330735088749976,0.01662113953100001,0.023621379334250042,False,0.013666373770123755
2023-12-17,C06,51,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-17\python_dss_predModel_1_100real.nc,True,success,0,304.69,100,100,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\dss_inputs\2023-12-17\depth_01\ssdir.par,True,True,True,True,True,26570,0.3849537037037037,False,16.159950000000002,17.229599999999998,16.75125800715092,0.29779934952370174,16.23995,16.816699999999997,17.13805,False,26570,0.3849537037037037,False,0.0015973265159999958,0.02327863887499999,0.012104768319691194,0.0030770939878116037,0.0071654489131500205,0.011868191559000017,0.017420510691749994,False,0.014441203808636886
2024-05-26,C06,212,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-26\python_dss_predModel_1_100real.nc,True,success,0,442.65,100,100,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\dss_inputs\2024-05-26\depth_01\ssdir.par,True,True,True,True,True,26570,0.3849537037037037,False,15.7033,17.6434,16.930075839292435,0.4635340279334645,16.07665,17.0426,17.56495,False,26570,0.3849537037037037,False,0.0041753308110000185,0.09410391500000001,0.032833418800977794,0.02189146329734099,0.009869113723450012,0.020126977137499984,0.07031774988634995,False,0.021974280266813452
2024-05-22,C06,208,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-05-22\python_dss_predModel_1_100real.nc,True,success,0,577.02,100,100,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\dss_inputs\2024-05-22\depth_01\ssdir.par,True,True,True,True,True,26570,0.3849537037037037,False,15.567499999999999,17.21395,16.522609900263458,0.4596069201037694,15.779599999999999,16.5514,17.1455,False,26570,0.3849537037037037,False,0.007090710756000017,0.09564182769999997,0.04134025108070478,0.01974284252049858,0.012413406591549988,0.04269937501149994,0.07080479033699999,False,0.02344832211895326
2023-12-21,C06,55,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-21\python_dss_predModel_1_100real.nc,True,success,0,483.2,100,100,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\dss_inputs\2023-12-21\depth_01\ssdir.par,True,True,True,True,True,26570,0.3849537037037037,False,16.17425,17.162550000000003,16.774070229582236,0.17373866844685032,16.458190000000002,16.7845,17.0254,False,26570,0.3849537037037037,False,0.005715251474999985,0.03334752985099997,0.01633492515969981,0.00440040980315438,0.010718677085200001,0.015304289475499996,0.0247304716238,False,0.013806082137439134
2023-12-16,C06,50,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-16\python_dss_predModel_1_100real.nc,True,success,0,252.13,100,100,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\dss_inputs\2023-12-16\depth_01\ssdir.par,True,True,True,True,True,26570,0.3849537037037037,False,16.28465,17.30135,16.832874311253295,0.2780925505279693,16.3473,16.8962,17.188177500000002,False,26570,0.3849537037037037,False,0.0012657671310000106,0.01858231429999996,0.010342531604690402,0.002245525331783308,0.005586349391049991,0.010564487253500017,0.013535447442599987,False,0.014294943005116668
2024-06-15,C06,232,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-06-15\python_dss_predModel_1_100real.nc,True,success,0,266.48,100,100,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\dss_inputs\2024-06-15\depth_01\ssdir.par,True,True,True,True,True,26570,0.3849537037037037,False,15.87915,17.850250000000003,17.001033705306735,0.5056271133126545,16.17648,17.071875,17.73755,False,26570,0.3849537037037037,False,0.021898739143999993,0.1598645180510001,0.07808013248702488,0.027227748178331845,0.03699429118685004,0.078380997954,0.1207597301638,False,0.03142885943644602
2023-12-18,C06,52,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-18\python_dss_predModel_1_100real.nc,True,success,0,282.03,100,100,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\dss_inputs\2023-12-18\depth_01\ssdir.par,True,True,True,True,True,26570,0.3849537037037037,False,16.057450000000003,17.1845,16.71796301656003,0.30630057923162013,16.2018,16.790725000000002,17.1097,False,26570,0.3849537037037037,False,0.00218707987500001,0.028555878575999994,0.013739594753963004,0.0041177117210006026,0.007510132069999991,0.013090124429500022,0.021025300069550022,False,0.014701934503583229
2023-12-19,C06,53,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2023-12-19\python_dss_predModel_1_100real.nc,True,success,0,249.58,100,100,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\dss_inputs\2023-12-19\depth_01\ssdir.par,True,True,True,True,True,26570,0.3849537037037037,False,16.00875,17.216050000000003,16.707461273993225,0.30336758769617794,16.184045,16.7798,17.091549999999998,False,26570,0.3849537037037037,False,0.0027287474750000125,0.031362534000000004,0.014840539040021904,0.004552492484263903,0.007800708843400002,0.014044403855000012,0.023002463546150025,False,0.015295906515963388
2024-06-12,C06,229,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\predmodels\2024-06-12\python_dss_predModel_1_100real.nc,True,success,0,248.85,100,100,C:\Users\E713181\Documents\Dados\FILIPA_DADOS\results\fossum_roi_x490_step10d_top20_class01_class06_python_dss_20260516_170704\dss_inputs\2024-06-12\depth_01\ssdir.par,True,True,True,True,True,26570,0.3849537037037037,False,16.499200000000002,17.790999999999997,17.477280265336848,0.1700524388664262,17.156972500000002,17.514575,17.6745275,False,26570,0.3849537037037037,False,0.02605080727500002,0.345676659611,0.11067255351945171,0.051784175017152635,0.04988343492824996,0.096941717551,0.21287663563579992,False,0.029442417587895887
