distance_rank_asc,global_image_idx_0_based,global_image_z_1_based,distance_to_prototype_rmse_norm,png_path
56,18,19,0.22588665783405304,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z019.png
57,125,126,0.2297443449497223,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z126.png
58,141,142,0.23102764785289764,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z142.png
59,3,4,0.2320108860731125,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z004.png
60,24,25,0.23839500546455383,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z025.png
61,52,53,0.24288499355316162,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z053.png
62,32,33,0.24384881556034088,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z033.png
63,133,134,0.2439122349023819,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z134.png
64,246,247,0.2463487684726715,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z247.png
65,25,26,0.2532736659049988,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z026.png
66,26,27,0.25439709424972534,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z027.png
67,258,259,0.2545185983181,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z259.png
68,252,253,0.2570895850658417,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z253.png
69,27,28,0.2643384337425232,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z028.png
70,113,114,0.26819247007369995,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z114.png
71,257,258,0.2743798792362213,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z258.png
72,103,104,0.27505651116371155,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z104.png
73,165,166,0.2754529118537903,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z166.png
74,28,29,0.2758468687534332,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z029.png
75,124,125,0.2853550314903259,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z125.png
76,29,30,0.29147854447364807,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z030.png
77,163,164,0.30527636408805847,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z164.png
78,132,133,0.30956849455833435,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z133.png
79,146,147,0.31198397278785706,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z147.png
80,131,132,0.31232064962387085,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z132.png
81,259,260,0.3273873031139374,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z260.png
82,245,246,0.3577631711959839,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z246.png
83,162,163,0.3587269186973572,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z163.png
84,145,146,0.36171042919158936,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z146.png
85,256,257,0.36784711480140686,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z257.png
86,248,249,0.37233585119247437,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z249.png
87,172,173,0.3819141685962677,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png
88,173,174,0.39681631326675415,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z174.png
89,237,238,0.45455068349838257,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z238.png
90,174,175,0.4552377462387085,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z175.png
91,175,176,0.49259036779403687,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z176.png
92,187,188,0.5468508005142212,results/plots/pngs_normalized_surface_300_thesis/X_surface_norm_z188.png
